City,Description,Temperature (C),Feels Like (C),Minimum Temp (C),Maximum Temp (C),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Hanoi,overcast clouds,18.0,17.629999999999995,18.0,18.0,1019,68,1.26,2024-01-04 00:51:47,2024-01-04 06:34:16,2024-01-04 17:27:40
